alpha,threshold,run_path,round,recall,spec,tpr,fpr,precision,ppv,npv,f1,balanced_accuracy,youden,alerts_per_1000,auc,tp,fp,tn,fn,prevalence
0.3,0.42,/Users/ginasixt/federated-learning/result/alpha03/thr_0.42/run_1.json,4,0.6149384637148112,0.8297799253440814,0.6149384637148112,0.17022007465591865,0.3690152801358234,0.3690152801358234,0.9301262963343259,0.46124462836224733,0.7223591945294463,0.4447183890588926,232.18227688426362,0.8222455183274473,43470.0,74330.0,362340.0,27220.0,0.13932907600126143
0.3,0.42,/Users/ginasixt/federated-learning/result/alpha03/thr_0.42/run_10.json,7,0.5884849342198331,0.8459706414454852,0.5884849342198331,0.15402935855451486,0.38214220099209995,0.38214220099209995,0.9270012547051443,0.4633806739069897,0.7172277878326592,0.43445557566531834,214.56165247555975,0.825166146782704,41600.0,67260.0,369410.0,29090.0,0.13932907600126143
0.3,0.42,/Users/ginasixt/federated-learning/result/alpha03/thr_0.42/run_2.json,8,0.6017824303296081,0.8377035289806948,0.6017824303296081,0.1622964710193052,0.3750991976016224,0.3750991976016224,0.9285442315014596,0.4621401412275937,0.7197429796551514,0.4394859593103029,223.52964364553767,0.8246165893502646,42540.0,70870.0,365800.0,28150.0,0.13932907600126143
0.3,0.42,/Users/ginasixt/federated-learning/result/alpha03/thr_0.42/run_3.json,7,0.6056019238930542,0.8378638331005107,0.6056019238930542,0.16213616689948931,0.3768154211777132,0.3768154211777132,0.9291936507936508,0.46456863809007054,0.7217328784967825,0.44346575699356494,223.92384105960264,0.825119973053954,42810.0,70800.0,365870.0,27880.0,0.13932907600126143
0.3,0.42,/Users/ginasixt/federated-learning/result/alpha03/thr_0.42/run_4.json,2,0.6268213325788655,0.8219021228845581,0.6268213325788655,0.17809787711544187,0.36295871559633025,0.36295871559633025,0.931530315614618,0.4597188359184521,0.7243617277317118,0.4487234554634236,240.61810154525386,0.8212796651912571,44310.0,77770.0,358900.0,26380.0,0.13932907600126143
0.3,0.42,/Users/ginasixt/federated-learning/result/alpha03/thr_0.42/run_5.json,19,0.7834205686801528,0.71374264318593,0.7834205686801528,0.2862573568140701,0.30701851646524003,0.30701851646524003,0.9531775643770262,0.44115186999641526,0.7485816059330413,0.4971632118660827,355.52664774519076,0.8254201249678864,55380.0,125000.0,311670.0,15310.0,0.13932907600126143
0.3,0.42,/Users/ginasixt/federated-learning/result/alpha03/thr_0.42/run_6.json,2,0.656104116565285,0.8023908214441111,0.656104116565285,0.1976091785558889,0.3495892063013492,0.3495892063013492,0.9351196989511329,0.4561369000786782,0.7292474690046981,0.4584949380093961,261.49085461999374,0.8204942112874515,46380.0,86290.0,350380.0,24310.0,0.13932907600126143
0.3,0.42,/Users/ginasixt/federated-learning/result/alpha03/thr_0.42/run_7.json,20,0.7790352242184184,0.7181853573636843,0.7790352242184184,0.2818146426363157,0.3091562342109695,0.3091562342109695,0.9525559639158035,0.4426493047182702,0.7486102907910513,0.4972205815821027,351.09192683695994,0.8261759998896987,55070.0,123060.0,313610.0,15620.0,0.13932907600126143
0.3,0.42,/Users/ginasixt/federated-learning/result/alpha03/thr_0.42/run_8.json,11,0.597680011317018,0.841940137861543,0.597680011317018,0.15805986213845696,0.37970701896288306,0.37970701896288306,0.9281981367870938,0.46438777753352384,0.7198100745892805,0.43962014917856096,219.31173131504258,0.8249582742950988,42250.0,69020.0,367650.0,28440.0,0.13932907600126143
0.3,0.42,/Users/ginasixt/federated-learning/result/alpha03/thr_0.42/run_9.json,7,0.7920497948790494,0.7049717177731467,0.7920497948790494,0.29502828222685323,0.3029434043934639,0.3029434043934639,0.9544242574564396,0.4382607334350906,0.748510756326098,0.49702151265219596,364.277830337433,0.8239132069573096,55990.0,128830.0,307840.0,14700.0,0.13932907600126143
0.3,0.5,/Users/ginasixt/federated-learning/result/alpha03/thr_0.5/run_1.json,9,0.7672938180789362,0.7284677216204456,0.7672938180789362,0.27153227837955435,0.31387072507378044,0.31387072507378044,0.9508294724256464,0.4455030800821355,0.7478807698496909,0.49576153969938175,340.6062756228319,0.8240397174020077,54240.0,118570.0,318100.0,16450.0,0.13932907600126143
0.3,0.5,/Users/ginasixt/federated-learning/result/alpha03/thr_0.5/run_10.json,9,0.7794596123921347,0.7120250990450454,0.7794596123921347,0.28797490095495454,0.3046723804257672,0.3046723804257672,0.952252610946066,0.43810129601653813,0.74574235571859,0.4914847114371801,356.45301166824345,0.8239900919011406,55100.0,125750.0,310920.0,15590.0,0.13932907600126143
0.3,0.5,/Users/ginasixt/federated-learning/result/alpha03/thr_0.5/run_2.json,17,0.789503465836752,0.7072617766276593,0.789503465836752,0.2927382233723407,0.3039098235678501,0.3039098235678501,0.9540343506734215,0.43887862226241503,0.7483826212322057,0.49676524246441134,361.9520655944497,0.8259920500780185,55810.0,127830.0,308840.0,14880.0,0.13932907600126143
0.3,0.5,/Users/ginasixt/federated-learning/result/alpha03/thr_0.5/run_3.json,13,0.7890790776630358,0.7101014496072549,0.7890790776630358,0.2898985503927451,0.30586170971102705,0.30586170971102705,0.9541216652820087,0.44084406860033193,0.7495902636351452,0.4991805272702905,359.4489120151372,0.8252132826666101,55780.0,126590.0,310080.0,14910.0,0.13932907600126143
0.3,0.5,/Users/ginasixt/federated-learning/result/alpha03/thr_0.5/run_4.json,19,0.7845522704767294,0.7178189479469622,0.7845522704767294,0.2821810520530378,0.31038728453100517,0.31038728453100517,0.9536631373980772,0.44480089826362434,0.7511856092118459,0.5023712184236917,352.1759697256386,0.826296204492608,55460.0,123220.0,313450.0,15230.0,0.13932907600126143
0.3,0.5,/Users/ginasixt/federated-learning/result/alpha03/thr_0.5/run_5.json,18,0.7363134813976517,0.757345363775849,0.7363134813976517,0.24265463622415095,0.3294095310423391,0.3294095310423391,0.9466437669958494,0.45518146042850904,0.7468294225867504,0.4936588451735009,311.4356669820246,0.825952993705759,52050.0,105960.0,330710.0,18640.0,0.13932907600126143
0.3,0.5,/Users/ginasixt/federated-learning/result/alpha03/thr_0.5/run_6.json,19,0.5156316310652144,0.8804360272058992,0.5156316310652144,0.1195639727941008,0.41112113692758856,0.41112113692758856,0.9182230714115118,0.45748352682773774,0.6980338291355568,0.39606765827111357,174.74771365499842,0.8251960853580387,36450.0,52210.0,384460.0,34240.0,0.13932907600126143
0.3,0.5,/Users/ginasixt/federated-learning/result/alpha03/thr_0.5/run_7.json,19,0.7689913707738011,0.7289257333913481,0.7689913707738011,0.27107426660865186,0.31471082035546805,0.31471082035546805,0.9511998326509876,0.4466354449100321,0.7489585520825746,0.4979171041651491,340.44859665720594,0.825744567250034,54360.0,118370.0,318300.0,16330.0,0.13932907600126143
0.3,0.5,/Users/ginasixt/federated-learning/result/alpha03/thr_0.5/run_8.json,2,0.785683972273306,0.7065289577942153,0.785683972273306,0.2934710422057847,0.302357232293538,0.302357232293538,0.9531930670126981,0.43666954949288467,0.7461064650337607,0.4922129300675213,362.0506149479659,0.8204878390342804,55540.0,128150.0,308520.0,15150.0,0.13932907600126143
0.3,0.5,/Users/ginasixt/federated-learning/result/alpha03/thr_0.5/run_9.json,15,0.7859668977224501,0.7099640460759842,0.7859668977224501,0.2900359539240158,0.30492289116952964,0.30492289116952964,0.9534676303244656,0.43938315539739026,0.7479654718992171,0.4959309437984343,359.1335540838852,0.8249446567220405,55560.0,126650.0,310020.0,15130.0,0.13932907600126143
1.0,0.35,/Users/ginasixt/federated-learning/result/alpha10/thr_0.35/run_1.json,19,0.7887961522138917,0.7126892161128541,0.7887961522138917,0.2873107838871459,0.3076923076923077,0.3076923076923077,0.9542221132029189,0.4426977888928586,0.7507426841633729,0.5014853683267457,357.1822768842636,0.8260181918660032,55760.0,125460.0,311210.0,14930.0,0.13932907600126143
1.0,0.35,/Users/ginasixt/federated-learning/result/alpha10/thr_0.35/run_10.json,19,0.7945961239213467,0.7054526301325944,0.7945961239213467,0.2945473698674056,0.30396666486281726,0.30396666486281726,0.9549865145549803,0.4397213089087208,0.7500243770269706,0.5000487540539411,364.21870072532323,0.8257477145016635,56170.0,128620.0,308050.0,14520.0,0.13932907600126143
1.0,0.35,/Users/ginasixt/federated-learning/result/alpha10/thr_0.35/run_2.json,10,0.787664450417315,0.7062312501431287,0.787664450417315,0.29376874985687135,0.30267449445531636,0.30267449445531636,0.953586889301175,0.4373061064205773,0.7469478502802218,0.49389570056044363,362.5827814569537,0.8245794200331518,55680.0,128280.0,308390.0,15010.0,0.13932907600126143
1.0,0.35,/Users/ginasixt/federated-learning/result/alpha10/thr_0.35/run_3.json,2,0.7944546611967747,0.7010786177204754,0.7944546611967747,0.2989213822795246,0.300819540414591,0.300819540414591,0.9546886207004085,0.4363975444867511,0.7477666394586251,0.4955332789172502,367.9635761589404,0.8219876899018509,56160.0,130530.0,306140.0,14530.0,0.13932907600126143
1.0,0.35,/Users/ginasixt/federated-learning/result/alpha10/thr_0.35/run_4.json,13,0.7910595558070448,0.7083381042892802,0.7910595558070448,0.29166189571071977,0.30510694020078566,0.30510694020078566,0.9544248333744755,0.44036697247706413,0.7496988300481625,0.499397660096325,361.2425102491328,0.8253667269765173,55920.0,127360.0,309310.0,14770.0,0.13932907600126143
1.0,0.35,/Users/ginasixt/federated-learning/result/alpha10/thr_0.35/run_5.json,19,0.7928985712264818,0.7076739872214716,0.7928985712264818,0.29232601277852843,0.3051170386499728,0.3051170386499728,0.9547673484520793,0.44066197570659227,0.7502862792239766,0.5005725584479532,362.0703248186692,0.8252702668726518,56050.0,127650.0,309020.0,14640.0,0.13932907600126143
1.0,0.35,/Users/ginasixt/federated-learning/result/alpha10/thr_0.35/run_6.json,16,0.798840005658509,0.7005748047724827,0.798840005658509,0.29942519522751737,0.3016237581454973,0.3016237581454973,0.9555819329043543,0.4379046954363926,0.7497074052154958,0.4994148104309917,369.00819930621253,0.8257417909302739,56470.0,130750.0,305920.0,14220.0,0.13932907600126143
1.0,0.35,/Users/ginasixt/federated-learning/result/alpha10/thr_0.35/run_7.json,4,0.7883717640401754,0.7091854260654499,0.7883717640401754,0.2908145739345501,0.3050021891418564,0.3050021891418564,0.9539181862986693,0.4398405745629613,0.7487785950528126,0.49755719010562527,360.1387574897509,0.8242559496248993,55730.0,126990.0,309680.0,14960.0,0.13932907600126143
1.0,0.35,/Users/ginasixt/federated-learning/result/alpha10/thr_0.35/run_8.json,20,0.7919083321544773,0.7084526072320059,0.7919083321544773,0.29154739276799413,0.30541764417044026,0.30541764417044026,0.9546085722220508,0.4408221119773211,0.7501804696932416,0.5003609393864832,361.262220119836,0.8262204890370307,55980.0,127310.0,309360.0,14710.0,0.13932907600126143
1.0,0.35,/Users/ginasixt/federated-learning/result/alpha10/thr_0.35/run_9.json,6,0.7937473475739143,0.7040556942313417,0.7937473475739143,0.29594430576865827,0.30274090860041003,0.30274090860041003,0.9547233091112354,0.43830801077998666,0.748901520902628,0.4978030418052559,365.3027436140019,0.8246432786272103,56110.0,129230.0,307440.0,14580.0,0.13932907600126143
1.0,0.42,/Users/ginasixt/federated-learning/result/alpha10/thr_0.42/run_1.json,2,0.7827132550572924,0.7081319989923741,0.7827132550572924,0.2918680010076259,0.302713644818908,0.302713644818908,0.9526773060570584,0.4365802659091806,0.7454226270248332,0.4908452540496664,360.25701671397036,0.8220119106191035,55330.0,127450.0,309220.0,15360.0,0.13932907600126143
1.0,0.42,/Users/ginasixt/federated-learning/result/alpha10/thr_0.42/run_10.json,7,0.785542509548734,0.7088877184143633,0.785542509548734,0.29111228158563673,0.30402408978921436,0.30402408978921436,0.9533121862585076,0.4383832004420937,0.7472151139815486,0.4944302279630972,360.00078839482813,0.8246927858834203,55530.0,127120.0,309550.0,15160.0,0.13932907600126143
1.0,0.42,/Users/ginasixt/federated-learning/result/alpha10/thr_0.42/run_2.json,8,0.7757815815532607,0.7180479538324135,0.7757815815532607,0.2819520461675865,0.3081591368846932,0.3081591368846932,0.9518822100789314,0.4411019505328776,0.7469147676928372,0.4938295353856743,350.75685903500477,0.824265305530928,54840.0,123120.0,313550.0,15850.0,0.13932907600126143
1.0,0.42,/Users/ginasixt/federated-learning/result/alpha10/thr_0.42/run_3.json,5,0.7923327203281936,0.7023152495019123,0.7923327203281936,0.2976847504980878,0.30112903225806453,0.30112903225806453,0.954319143639532,0.4364018855428727,0.7473239849150529,0.49464796983010584,366.6035950804163,0.8231080191540663,56010.0,129990.0,306680.0,14680.0,0.13932907600126143
1.0,0.42,/Users/ginasixt/federated-learning/result/alpha10/thr_0.42/run_4.json,5,0.7552694864903098,0.7360249158403371,0.7552694864903098,0.2639750841596629,0.31655401399264793,0.31655401399264793,0.9489223501623856,0.44612492166283685,0.7456472011653235,0.4912944023306469,332.42667928098393,0.8228134765722981,53390.0,115270.0,321400.0,17300.0,0.13932907600126143
