alpha,threshold,run_path,round,recall,spec,tpr,fpr,precision,ppv,npv,f1,balanced_accuracy,youden,alerts_per_1000,auc,tp,fp,tn,fn,prevalence
1.0,0.42,/Users/ginasixt/federated-learning/result/alpha10/thr_0.42/run_5.json,7,0.7958692884424954,0.7008954130121143,0.7958692884424954,0.2991045869878856,0.3010649114357575,0.3010649114357575,0.9549751942338295,0.4368690790495418,0.7483823507273049,0.4967647014546097,368.31835383159887,0.8246636523436285,56260.0,130610.0,306060.0,14430.0,0.13932907600126143
1.0,0.42,/Users/ginasixt/federated-learning/result/alpha10/thr_0.42/run_6.json,3,0.791201018531617,0.7026587583300891,0.791201018531617,0.29734124166991094,0.30107121709640955,0.30107121709640955,0.9541030504679872,0.43616938313967085,0.7469298884308531,0.4938597768617061,366.15026805424156,0.8238055751630213,55930.0,129840.0,306830.0,14760.0,0.13932907600126143
1.0,0.42,/Users/ginasixt/federated-learning/result/alpha10/thr_0.42/run_7.json,14,0.7991229311076531,0.7009641147777498,0.7991229311076531,0.2990358852222502,0.3019725236542471,0.3019725236542471,0.9556651784320459,0.43831471135940414,0.7500435229427014,0.5000870458854028,368.7125512456638,0.8259254346016774,56490.0,130580.0,306090.0,14200.0,0.13932907600126143
1.0,0.42,/Users/ginasixt/federated-learning/result/alpha10/thr_0.42/run_8.json,20,0.791201018531617,0.705383928366959,0.791201018531617,0.294616071633041,0.3030122440134359,0.3030122440134359,0.9542722597434785,0.4382026873506483,0.748292473449288,0.4965849468985759,363.80479344055504,0.8261180567680807,55930.0,128650.0,308020.0,14760.0,0.13932907600126143
1.0,0.42,/Users/ginasixt/federated-learning/result/alpha10/thr_0.42/run_9.json,19,0.791201018531617,0.7076281860443814,0.791201018531617,0.2923718139556187,0.30462962962962964,0.30462962962962964,0.9544106745737584,0.43989146250344097,0.7494146022879992,0.49882920457599833,361.8732261116367,0.8260382059890802,55930.0,127670.0,309000.0,14760.0,0.13932907600126143
1.0,0.5,/Users/ginasixt/federated-learning/result/alpha10/thr_0.5/run_1.json,3,0.7834205686801528,0.7112235784459661,0.7834205686801528,0.28877642155403394,0.30515759312320917,0.30515759312320917,0.9530195163863999,0.4392275052543919,0.7473220735630595,0.4946441471261189,357.6947335225481,0.8228552088373479,55380.0,126100.0,310570.0,15310.0,0.13932907600126143
1.0,0.5,/Users/ginasixt/federated-learning/result/alpha10/thr_0.5/run_10.json,13,0.7940302730230584,0.7087045137060022,0.7940302730230584,0.29129548629399776,0.3061692030764196,0.3061692030764196,0.9550658889608987,0.441933706007401,0.7513673933645303,0.5027347867290606,361.341059602649,0.8259323462448604,56130.0,127200.0,309470.0,14560.0,0.13932907600126143
1.0,0.5,/Users/ginasixt/federated-learning/result/alpha10/thr_0.5/run_2.json,7,0.7660206535577875,0.7280326104380883,0.7660206535577875,0.27196738956191174,0.3131687004800185,0.3131687004800185,0.950545671998804,0.4445812807881774,0.747026631997938,0.4940532639958759,340.8033743298644,0.8253822380838808,54150.0,118760.0,317910.0,16540.0,0.13932907600126143
1.0,0.5,/Users/ginasixt/federated-learning/result/alpha10/thr_0.5/run_3.json,10,0.755552411939454,0.7377195593926764,0.755552411939454,0.2622804406073236,0.3180302488984161,0.3180302488984161,0.9490896234753403,0.4476386036960986,0.7466359856660651,0.4932719713321303,331.00756859035005,0.8251964838263354,53410.0,114530.0,322140.0,17280.0,0.13932907600126143
1.0,0.5,/Users/ginasixt/federated-learning/result/alpha10/thr_0.5/run_4.json,16,0.7401329749610978,0.7528568484210044,0.7401329749610978,0.24714315157899558,0.326510234648028,0.326510234648028,0.9470788200046094,0.4531243233880397,0.7464949116910511,0.4929898233821022,315.8309681488489,0.8260465138910925,52320.0,107920.0,328750.0,18370.0,0.13932907600126143
1.0,0.5,/Users/ginasixt/federated-learning/result/alpha10/thr_0.5/run_5.json,3,0.791342481256189,0.7067121625025763,0.791342481256189,0.2932878374974237,0.3040052171077659,0.3040052171077659,0.9543837946497603,0.4392618767177071,0.7490273218793826,0.4980546437587652,362.6813308104699,0.8232066578752465,55940.0,128070.0,308600.0,14750.0,0.13932907600126143
1.0,0.5,/Users/ginasixt/federated-learning/result/alpha10/thr_0.5/run_6.json,19,0.7902107794596124,0.7098037419561682,0.7902107794596124,0.2901962580438317,0.3059480775550444,0.3059480775550444,0.9543383213252048,0.44111027756939236,0.7500072607078903,0.5000145214157805,359.86281929990537,0.8262252512191163,55860.0,126720.0,309950.0,14830.0,0.13932907600126143
1.0,0.5,/Users/ginasixt/federated-learning/result/alpha10/thr_0.5/run_7.json,13,0.7885132267647474,0.7071930748620239,0.7885132267647474,0.29280692513797607,0.30359477124183004,0.30359477124183004,0.9538238201136644,0.4383971056667584,0.7478531508133857,0.4957063016267713,361.8732261116367,0.8252330635399523,55740.0,127860.0,308810.0,14950.0,0.13932907600126143
1.0,0.5,/Users/ginasixt/federated-learning/result/alpha10/thr_0.5/run_8.json,9,0.7900693167350403,0.7086358119403668,0.7900693167350403,0.29136418805963316,0.3050578981865851,0.3050578981865851,0.9542370790674726,0.4401623517358238,0.7493525643377036,0.49870512867540717,360.8483128350678,0.8252461741187953,55850.0,127230.0,309440.0,14840.0,0.13932907600126143
1.0,0.5,/Users/ginasixt/federated-learning/result/alpha10/thr_0.5/run_9.json,8,0.7961522138916396,0.7030938695124465,0.7961522138916396,0.29690613048755354,0.3026945624697467,0.3026945624697467,0.9551690881373861,0.4386252045826514,0.7496230417020431,0.49924608340408616,366.46562598549355,0.8252056032430499,56280.0,129650.0,307020.0,14410.0,0.13932907600126143
