run_id,source_path,threshold,best_round,recall,spec,f1,ppv,npv,fpr,youden,alerts_per_1000,auc,prevalence,tp,fp,tn,fn
run_7,/Users/ginasixt/federated-learning/logs/thr_0.35/run_7.log,0.35,16,0.6927429622294525,0.7878260471294112,0.461306580000942,0.3457844937155769,0.9406135506097227,0.21217395287058877,0.4805690093588637,279.1311888994008,0.8259019557481648,0.13932907600126143,48970.0,92650.0,344020.0,21720.0
run_6,/Users/ginasixt/federated-learning/logs/thr_0.35/run_6.log,0.35,15,0.7251379261564578,0.7615132708910619,0.45344774204962623,0.32985842985842984,0.9447948630526196,0.2384867291089381,0.4866511970475198,306.2913907284768,0.8254777101159533,0.13932907600126143,51260.0,104140.0,332530.0,19430.0
run_10,/Users/ginasixt/federated-learning/logs/thr_0.50/run_10.log,0.5,15,0.7579572782571792,0.7347882840589003,0.44635121626124624,0.31631147057087194,0.9493742048110779,0.2652117159410997,0.49274556231607947,333.86549984232107,0.8243732629029711,0.13932907600126143,53580.0,115810.0,320860.0,17110.0
run_8,/Users/ginasixt/federated-learning/logs/thr_0.50/run_8.log,0.5,18,0.7346159287027868,0.7530171525408202,0.45064433548834987,0.325009387908374,0.9460268139708844,0.2469828474591797,0.48763308124360716,314.92431409649953,0.8249382909480284,0.13932907600126143,51930.0,107850.0,328820.0,18760.0
run_9,/Users/ginasixt/federated-learning/logs/thr_0.50/run_9.log,0.5,20,0.7902107794596124,0.709941145487439,0.44121480194305124,0.3060486522024984,0.9543467553256988,0.29005885451256097,0.5001519249470514,359.7445600756859,0.825125443084193,0.13932907600126143,55860.0,126660.0,310010.0,14830.0
run_2,/Users/ginasixt/federated-learning/logs/thr_0.50/run_2.log,0.5,3,0.7878059131418871,0.7012847230173815,0.4336889650338759,0.29919948423145115,0.9533044858823896,0.29871527698261846,0.4890906361592686,366.8598233995585,0.8197841132458823,0.13932907600126143,55690.0,130440.0,306230.0,15000.0
run_3,/Users/ginasixt/federated-learning/logs/thr_0.50/run_3.log,0.5,20,0.7715376998160984,0.7254677445210342,0.4450246827954796,0.3126934984520124,0.951492761458521,0.2745322554789658,0.49700544433713256,343.77956480605485,0.8250085412327364,0.13932907600126143,54540.0,119880.0,316790.0,16150.0
run_1,/Users/ginasixt/federated-learning/logs/thr_0.50/run_1.log,0.5,17,0.749893902956571,0.7419332676849795,0.4484961292778882,0.319915509957755,0.9482526488321723,0.2580667323150205,0.49182717064155046,326.5925575528225,0.8241473265192382,0.13932907600126143,53010.0,112690.0,323980.0,17680.0
run_4,/Users/ginasixt/federated-learning/logs/thr_0.50/run_4.log,0.5,8,0.7810157023624275,0.7094373325394463,0.43682253342827754,0.30320171343840957,0.9524087681003474,0.29056266746055376,0.49045303490187386,358.89703563544623,0.8227566559650284,0.13932907600126143,55210.0,126880.0,309790.0,15480.0
run_5,/Users/ginasixt/federated-learning/logs/thr_0.50/run_5.log,0.5,11,0.7832791059555807,0.7161014038060778,0.4429068511778587,0.3087431693989071,0.9532955307603195,0.28389859619392216,0.4993805097616586,353.47682119205297,0.8243971693809975,0.13932907600126143,55370.0,123970.0,312700.0,15320.0
run_7,/Users/ginasixt/federated-learning/logs/thr_0.50/run_7.log,0.5,7,0.7872400622435988,0.706299951908764,0.43717349463843824,0.30261011419249595,0.9535027514994125,0.29370004809123595,0.4935400141523627,362.46452223273417,0.8222997942449015,0.13932907600126143,55650.0,128250.0,308420.0,15040.0
run_6,/Users/ginasixt/federated-learning/logs/thr_0.50/run_6.log,0.5,19,0.7996887820059414,0.701376325371562,0.4388634422793261,0.3024126678435778,0.9558093811440876,0.298623674628438,0.5010651073775034,368.4366130558184,0.8251876138572541,0.13932907600126143,56530.0,130400.0,306270.0,14160.0
